
8,880其他各國文學,茱麗葉的回信 ,葛蘭.迪克森(Glenn Dixon),時報文化,880001
8,881其他各國文學,鏡之書 ,尤金.切洛維奇(E.O. Chirovici),時報文化,880002
8,882其他各國文學,去你的心靈大師 ,威爾.佛格森(Will Ferguson),小貓流文化,880003
8,883其他各國文學,"河畔小城三部曲. 一, 剪掉辮子的女人 ",赫拉巴爾(Bohumil Hrabal),大塊文化,880004
8,884其他各國文學,不要就是不要 : 兒童自我保護繪本,潔妮.桑德斯(Jayneen Sanders),小魯文化,880005
8,885其他各國文學,必須說出的祕密!  : 兒童自我保護繪本,詹妮.桑德斯(Jayneen Sanders),小魯文化,880006
8,886其他各國文學,惡魔學者,安德魯.派柏(Andrew Pyper),大塊文化,880007
8,887其他各國文學,"河畔小城三部曲之. 二, 甜甜的憂傷 ",赫拉巴爾(Bohumil Hrabal),大塊文化,880008
8,888其他各國文學,"今天, 我們還活著",艾瑪紐埃.皮侯特(Emmanuelle Pirotte),大塊文化,880009
8,889其他各國文學,"河畔小城三部曲. 三, 時光靜止的小城 ",赫拉巴爾(Bohumil Hrabal),大塊文化,880010
