
7,720 海洋志,瞰海: 12種閱讀海洋與世界歷史的方法,故事編輯部,廣場出版,720001
7,720 海洋志,不平靜的太平洋  : 大航海時代的權力競技場牽動人類命運的海洋史,賽門.溫契斯特(Simon Winchester),聯經出版事業公司,720002
7,720 海洋志,海洋与文明 ,林肯.佩恩(Lincoln Paine),天津人民出版社出版,720003
7,720 海洋志,太平洋的大歷史 : 偉大航海家這樣改變了自己和東西方的文明與國家命運,約翰.鄧摩爾(John Dunmore),大是文化,720004
7,720 海洋志,一帶一路 : 帶你走入印度洋的歷史,艾德華.艾爾柏斯(Edward A. Alpers),五南圖書,720005
7,720 海洋志,偉大的海 : 地中海世界人文史,大衛.阿布拉菲雅(David Abulafia),廣場,720006
7,720 海洋志,海洋與文明 : 世界航海史,林肯.潘恩(Lincoln Paine),廣場,720007
7,720 海洋志,"橫渡孟加拉灣 : 浪濤上流轉的移民與財富,南亞.東南亞五百年史",蘇尼爾.阿姆瑞斯(Sunil S. Amrith),臉譜,720008
7,720 海洋志,瞰海 : 12種閱讀海洋與歷史的方法,故事編輯部編,廣場出版,720009
7,720 海洋志,"不平靜的太平洋 : 大航海時代的權力競技場, 牽動人類命運的海洋史",賽門.溫契斯特(Simon Winchester),聯經出版公司,720010
