
7,760非洲史地, 一個美國記者與南非女孩們的心靈寫作課,金柏莉.伯爾格(Kimberly Burge),時報文化,760001
7,760非洲史地,大搶救還是大疑案?改寫非洲歷史的廷巴克圖伊斯蘭手抄本事件,查理.英格利許(Charlie English),聯經,760002
7,760非洲史地,聆聽馬拉喀什 : 摩洛哥古都漫遊,伊利亞.卡內提(Elias Canetti),馬可孛羅文化,760003
7,760非洲史地,沙漠國家探索之旅 : 摩洛哥.埃及.約旦,陳慧娟,太雅,760004
7,760非洲史地,埃及古文明 : 揭開法老王稀世珍寶,喬治.安格尼斯,閣林文創,760005
7,760非洲史地,圖解古埃及文明 : 這樣認識古埃及真有趣,近藤二郎,商周,760006
7,760非洲史地,非洲失落的白色部落 : 探險家、科學家與一段改變人類命運的假說,羅賓森(Michael F. Robinson),貓頭鷹,760007
7,760非洲史地,勇闖非洲死亡之心 : 一個台灣人的查德初體驗,陳子瑜,前衛,760008
7,760非洲史地,法老王傳奇 : 埃及古文明、神殿、木乃伊、撒哈拉、尼羅河神秘傳說全導覽,吳駿聲,時報文化,760009
7,760非洲史地,烈日帝國. 1830-1990 : 非洲霸權的百年爭奪史,勞倫斯.詹姆士(Lawrence James),馬可孛羅文化,760010
