
7,750美洲史地,范琪斐的美國時間,范琪斐,時報文化,750001
7,750美洲史地,"中南美洲我們來了,這次的隊長是老媽!",太源晙,日月文化出版公司,750002
7,750美洲史地,美國連續謀殺案與FBI的崛起,大衛.格雷恩(David Grann),時報文化,750003
7,750美洲史地,革命之夏 : 美國獨立的起源,約瑟夫.艾里斯(Joseph J.Ellis),廣場,750004
7,750美洲史地,"華府跫音 : 排灣族與國務院、林獻堂與櫻花考、大使館與黨外圈, 你所不知道的六0個台美故事",洪德青,貓頭鷹,750005
7,750美洲史地,新西班牙征服史,貝爾納爾.迪亞斯.德爾.卡斯蒂略(Bernal Diaz del Castillo),廣場,750006
7,750美洲史地,行李箱couple玩南美 : 省錢有理!132天only9萬,林珮瑜,華成圖書,750007
7,750美洲史地,New York迷!紐約不完全攻略手冊,"諾伯特, 艾芙琳",創意市集,750008
7,750美洲史地,紐約 = Nwe York City,"蔣育荏, 墨刻",墨刻,750009
7,750美洲史地,印加帝國的末日,金.麥考瑞(Kim MacQuarrie),自由之丘文創,750010
