
1,140西洋哲學,反自由的自由 : 伯林與施特勞斯的思想紛爭 = From freedom to Serfdom : the debate between Isaiah Berlin and Leo Strauss,馬華靈著,聯經,140001
1,140西洋哲學,人認識到的實在是否受限於自身? : 探索真實的哲學之路,"侯貝(Blanche Robert)等著 ; 梁家瑜, 蔡士瑋, 廖健苡譯",大家,140002
1,140西洋哲學,查拉圖斯特拉如是說,尼采著 ; 徐楓譯,五南圖書,140003
1,140西洋哲學,柏拉圖對話集,柏拉圖(Plato)著 ; 戴子欽譯,天地圖書,140004
1,140西洋哲學,"沉思錄 : 世界名人、國家級領導人、各大企業領袖隨身書, 羅馬哲學家皇帝淬鍊一生的智慧經典",馬可斯.奧理略.安東尼努斯(Marcus Aurelius Antoninus)著 ; 柯宗佑譯,遠流,140005
1,140西洋哲學,當代法國哲學導論 = Introduction ? la philosophie fran?aise contemporaine,高宣揚著,五南圖書,140006
1,140西洋哲學,斜門歪道 : 近代哲學的驚世起源,"史蒂芬.納德勒(Steven Nadler), 班.納德勒(Ben Nadler)著 ; 胡訢諄譯",時報文化出版企業公司,140007
1,140西洋哲學,尼采,吉爾.德勒茲(Gilles Deleuze)著 ; 王紹中譯,時報文化,140008
1,140西洋哲學,法國現象學的蹤跡： 從沙特到德里達=Traces of French Phenomenology: From Sartre to Derrida,劉國英(Lau Kwok-ying)作,漫遊者文化,140009
1,140西洋哲學,讀懂榮格 = Carl Gustav Jung,吳光遠著,創智文化總經銷,140010
