
2,210宗教學,"透視靈間. 2, 修行就在生活中",平易著,大塊文化,210001
2,210宗教學,跟下一個世代談宗教,羅傑-坡爾.德洛瓦(Roger-Pol Droit)著 ; 陳太乙譯,聯合文學,210002
2,210宗教學,耶穌和佛陀的六世情緣 : 告別娑婆外傳,葛瑞.雷納(Gary R. Renard)著 ; 謝明憲譯,橡實文化,210003
2,210宗教學,"生命不死 : 轉世輪迴,是事實還是幻想?","布魯斯.萊寧格(Bruce Leininger), 安德利亞.萊寧格(Andrea Leininger), 肯.格羅斯(Ken Gross)著 ; 陶張歡, 蔡心語譯",一中心,210004
2,210宗教學,田野歸來 : 中國宗教與社會研究 = Fieldwork and beyond : social scientific studies of religion in Chinese societies,"楊鳳崗, 高師寧, 李向平主編",台灣基督教文藝,210005
2,210宗教學,天堂之旅,"蘇菲亞.布朗(Sylvia Browne), 琳賽.哈理遜(Lindsay Harrison)合著 ; 法蘭西斯.張譯",宇宙花園,210006
2,210宗教學,"我還記得前世 : 我兩歲,我有天生棒球魂來自洋基之光的轉世重生",凱西.伯德(Cathy Byrd)著 ; 林資香譯,橡樹林文化,210007
2,210宗教學,前世今生與生命輪迴 : 揭開生命輪迴轉世的神秘面紗 = Past lives and life cycle,南懷明編著,野火文化,210008
2,210宗教學,生命之後,韓衫著,城邦印書館,210009
2,210宗教學,兩界書,士爾著,獨立作家,210010
