
2,250伊斯蘭教,先知之後 : 伊斯蘭千年大分裂的起源,萊思麗.海澤爾頓(Lesley Hazleton)作 ; 夏莫譯,八旗文化,250001
2,250伊斯蘭教,古蘭似海 : 用生活見證伊斯蘭聖典的真諦,卡拉.鮑爾(Carla Power)著 ; 葉品岑譯,八旗文化,250002
2,250伊斯蘭教,伊斯蘭大歷史 : 穆斯林的信仰故事與改革之書,雷薩.阿斯蘭(Reza Aslan)作 ; 魏靖儀譯,衛城,250003
2,250伊斯蘭教,暴力與伊斯蘭 : 阿多尼斯與胡麗亞.阿卜杜瓦西德對談,阿多尼斯(Adonis)作 ; 陳虹君譯,南方家園文化,250004
2,250伊斯蘭教,"我是穆斯林,我不恐怖 : 認同、衝突和思辯,一位外交官父親的殷切期盼",歐馬.薩伊夫.戈巴許(Omar Saif Ghobash)著 ; 周沛郁譯,好的文化,250005
2,250伊斯蘭教,"穆罕默德 : 宣揚謙卑, 寬容與和平的先知",凱倫.阿姆斯壯(Karen Armstrong)著 ; 黃楷君譯,八旗文化,250006
2,250伊斯蘭教,信仰之外 : 重返非阿拉伯伊斯蘭世界,V. S. 奈波爾(V. S. Naipaul)著 ; 胡洲賢譯,馬可孛羅文化,250007
2,250伊斯蘭教,古蘭似海 : 用生活見證伊斯蘭聖典的真諦,卡拉.鮑爾(Carla Power)著 ; 葉品岑譯,八旗文化 : 遠足文化,250008
2,250伊斯蘭教,走向伊斯蘭 : 印尼客家華人成為穆斯林之經驗與過程,蔡芬芳著,國立中央大學出版中心,250009
2,250伊斯蘭教,在信徒的國度 : 伊斯蘭世界之旅,V. S. 奈波爾(V. S. Naipaul)著 ; 秦於理譯,馬可孛羅文化,250010
