
2,240基督教,你是我的寶貝 : 陸達誠神父口述史,陸達誠口述 ; Killer撰稿,秀威資訊科技公司,240001
2,240基督教,李庥與伊麗莎白.李庥宣道書信集,李庥與伊麗莎白.李庥作 ; 林淑琴譯,國立臺灣歷史博物館,240002
2,240基督教,阿乙莎靈訊 : 活出靈魂的最高版本和未來世界的行動指南,譚瑞琪(Rachel)著 ; 尤俠繪,方智,240003
2,240基督教,大閱讀家,漢東尼(Tony Reinke)著 ; 申美倫譯,校園書房,240004
2,240基督教,為甚麼我在包容基督徒 : 十九世紀中葉儒者的宗教寬容 = Religious tolerance of Confucians in mid-19th century,孔德維著,秀威資訊科技,240005
2,240基督教,恩典以法大 : 百歲東元阿嬤林偕明穱的生命活力讚,林偕明穱口述 ; 尹可名撰著,橄欖,240006
2,240基督教,"生命的省思 : 先有雞, 還是先有蛋?",黃小石著,宇宙光,240007
2,240基督教,"科學的啟蒙 : 上帝說 : 「有光」, 就有了光",黃小石著,宇宙光,240008
2,240基督教,一個說不完的故事 : 五餅二魚神跡的現代版,林治平著,宇宙光,240009
2,240基督教,"人啊, 你在哪裡? : 全人生命理念的尋思與落實",林治平著,宇宙光,240010
