
3,380 動物學,西頓動物記 [電子資源(電子書)],厄尼斯特.湯普森.西頓(Ernest Thompson Seton),衛城,380001
3,380 動物學,"四百歲的睡鯊與深藍色的節奏 [電子資源(電子書)] : 在四季的海洋上, 從小艇捕捉鯊魚的大冒險 = Havboka",摩頓.史托克奈斯,網路與書,380002
3,380 動物學,那時候恐龍吃什麼 [電子資源(電子書)] : 中生代動物日常飲食指南,漢娜.波納(Hannah Bonner),大石國際文化公司,380003
3,380 動物學,鍬形蟲日記簿 [電子資源(電子書)] : 完整收錄58種臺灣鍬形蟲,黃仕傑,紅樹林文化出版事業部,380004
3,380 動物學,"鳥類學家的世界冒險劇場 [電子資源(電子書)] : 從鳥糞到外太空, 從暗光鳥到恐龍, 沒看過這樣的鳥類學!",川上和人,漫遊者文化出版,380005
3,380 動物學,動物大發明 [電子資源(電子書)(兒童書)],何佳芬,親親文化,380006
3,380 動物學,夏日精靈 : 栗喉蜂虎,李可文,金門國家公園管理處,380007
3,380 動物學,虎鯨= Killer Whales,馬克.卡沃汀(Mark Carwardine),時報文化,380008
3,380 動物學,狼的智慧 : 黃石公園的野狼觀察手記,艾莉.拉丁格(Elli H.Radinger),商周,380009
3,380 動物學,台灣蛙類與蝌蚪圖鑑 : 完整收錄台灣6科36種蛙類鳴叫聲、生活史與蝌蚪速查表,楊懿如,貓頭鷹,380010
