
6,600 史地總論,日本女孩在台留學日記 [電子資源(電子書)],日語村編輯部,日語村,600001
6,600 史地總論,人類何以陷入戰爭 : 李德哈特的歷史哲學,李德哈特(Sir B. H. Liddell Hart),八旗文化,600002
6,600 史地總論,當代歷史學新趨勢,涂豐恩,聯經,600003
6,600 史地總論,自己的歷史課 : 嚴耕望的治史三書,嚴耕望,臺灣商務印書館,600004
6,600 史地總論,"地圖會說話 : 從GPS衛星定位到智慧手機地圖,不可不知的地理資訊應用 = Mapping the future with GIS",李文堯,奇光,600005
6,600 史地總論,歷史的運用與濫用,瑪格蕾特.麥克米蘭(Margaret MacMillan),麥田,600006
6,600 史地總論,"希羅多德 : 歷史第一、三、四卷與中國古典和猶太聖經的對證 = Herodotus : histories book I, III, IV, annotated by Chinese and Biblical sources",朱學淵,致知學術,600007
6,600 史地總論,"性別、社會與空間讀本 = Gender, society and space selected translations",姜蘭虹,唐山,600008
6,600 史地總論,歷史學家的海怪地圖 : 中世紀地理座標上最神祕的符號、航海傳說及寰宇冒險,切特.凡.杜澤(Chet Van Duzer),麥田,600009
6,600 史地總論,"圖外之地 : 39個從地圖上逃逸的地理異數,一場新烏托邦的世界探索 = Beyond the map",阿拉史泰爾.邦尼特(Alastair Bonnett),臉譜出版,600010
