
2,200宗教總論,宗教怎麼來的?為什麼人會相信看不見的神? : 寫給所有人的宗教入門書,布克哈德.懷茲(Burkhard Weitz)著 ; 薇瑞娜.巴浩斯(Verena Ballhaus)圖 ; 王榮輝譯,麥田,200001
2,200宗教總論,中國的靈魂 : 後毛澤東時代的宗教復興,"張彥(Ian Johnson)著 ; 廖彥博, 廖珮杏譯",八旗文化,200002
2,200宗教總論,數位時代圖書資訊服務新建構 The new construction of library information services in the digital era : an international perspective : 國際視野的觀察,簡秀娟(Hsiu-Chuan Chien)著,彩圖,200003
2,200宗教總論,人的宗教性,路易吉.朱撒尼(Luigi Giussani)著 ; 靖保路(Jing Giuseppe)譯,城邦印書館,200004
2,200宗教總論,宗教世界與世界宗教,吳汝鈞著,臺灣學生書局,200005
2,200宗教總論,在信仰之外 : 從科學角度談信念 = Beyond faith,林基興著,獨立作家,200006
2,200宗教總論,圖解世界宗教,黃國煜編著,好讀,200007
2,200宗教總論,血田 : 宗教以及暴力的歷史,凱倫.阿姆斯壯(Karen Armstrong)作 ; 林宏濤譯,如果,200008
2,200宗教總論,"世界宗教理念史. 卷三, 從穆罕默德到宗教改革",默西亞.埃里亞德(Mircea Eliade)著 ; 董強譯,商周,200009
2,200宗教總論,"世界宗?理念史. 卷一, 從石器時代到埃勒烏西斯神秘宗?","默西亞.埃里亞德(Mircea Eliade)著 ; 吳靜宜, 陳錦書譯",商周,200010
