
6,620 中國斷代史,最後的王朝 [電子資源(電子書)] : 大清帝國的衰敗 = Qing dynasty,于培杰,獨立作家,620001
6,620 中國斷代史,最後的王朝 [電子資源(電子書)] : 大清帝國的崛起 = Qing dynasty,于培杰,獨立作家,620002
6,620 中國斷代史,晚清官場金錢陷阱 [電子資源(電子書)] = The politics of power and money in thelate Qing,張永久,秀威資訊科技公司,620003
6,620 中國斷代史,崩潰的帝國 [電子資源(電子書)] : 重回晚清保路運動現場 = Empire of collapse,張永久,秀威資訊科技公司,620004
6,620 中國斷代史,帝國下的胭脂 [電子資源(電子書)] : 她們的唐代風華,王振興,大旗藏史館,620005
6,620 中國斷代史,末日倖存者的獨白 [電子資源(電子書)] : 劉曉波的「六四」回憶錄,劉曉波,時報文化出版企業公司,620006
6,620 中國斷代史,帝國暮色 : 鴉片戰爭與中國最後盛世的終結,史蒂芬.普拉特(Stephen R.Platt),衛城,620007
6,620 中國斷代史,<<左傳>>後勤制度考辨,黃聖松,臺灣學生書局,620008
6,620 中國斷代史,和比戰難? : 八年抗戰的暗流,邵銘煌,政大出版社,620009
6,620 中國斷代史,蒙古帝國的漫長遺緒 : 後蒙古時代與世界史的重新構圖,杉山正明,八旗文化,620010
